study_id,outcome_id,title,year,authors,outcome_name,outcome_dimension,blooms_level,n_treatment,n_control,m_treatment,sd_treatment,m_control,sd_control,hedges_g,se_g,ci_lower,ci_upper,cohens_d,t_value,f_value,p_value,eta_squared,effect_source,extraction_method,effect_direction,flag,study_design,genai_tool,measure_type,measure_instrument,source,reliability,review_needed,extraction_status,age_mean,age_sd,age_min,age_max,age_text,gpa_mean,gpa_sd,gpa_text,gender_female_n,gender_male_n,gender_female_pct,gender_male_pct,gender_other_pct,gender_text,screening_source,effect_type,effect_value,outcome_type,doi,note,confidence,meta_pdf_path,age_mean_control,age_mean_treatment,age_sd_control,age_sd_treatment,baseline_age_p,baseline_age_t,baseline_gender_chi2,baseline_gender_p,baseline_gpa_p,baseline_gpa_t,extraction_confidence,gender_female_n_control,gender_female_n_treatment,gender_male_n_control,gender_male_n_treatment,gpa_mean_control,gpa_mean_treatment,gpa_sd_control,gpa_sd_treatment,grade_level_control,grade_level_treatment,group_label_control,group_label_treatment,notes,program_type_control,program_type_treatment
40,040_07,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025.0,Yvonne Tiandem-Adamou,Vocabulary Usage,cognitive,apply,100.0,100.0,3.01,0.285,3.07,0.08,0.3208,,,,0.322,-0.834,,0.415,,from_cohens_d,table_ocr,not_reported,not_reported,not_reported,not_reported,pre-test,Writing Assessment,Semantic Scholar,not_reported,not_reported,partial,,,,,not_reported,,,not_reported,,,,,,not_reported,supplementary_search,,,,10.61414/jeti.v6i4.213,Added from Elicit supplementary search (2026-01-04),pending_review,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/040_Yvonne_2025_Using_Generative_Artificial_Intelligence.pdf,,,,,,,,,,,high,,,,,,,,,,,,,"Table 1 shows overall demographics for 100 participants: 89% aged 18-19, 51% female, 91% freshmen, all Chinese. No group-specific breakdown provided.",,
40,040_08,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025.0,Yvonne Tiandem-Adamou,Argumentation,cognitive,evaluate,100.0,100.0,3.1,0.103,2.98,0.111,0.0767,,,,0.077,6.99,,0.001,,from_cohens_d,table_ocr,not_reported,not_reported,not_reported,not_reported,pre-test,Writing Assessment,Semantic Scholar,not_reported,not_reported,partial,,,,,not_reported,,,not_reported,,,,,,not_reported,supplementary_search,,,,10.61414/jeti.v6i4.213,Added from Elicit supplementary search (2026-01-04),pending_review,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/040_Yvonne_2025_Using_Generative_Artificial_Intelligence.pdf,,,,,,,,,,,high,,,,,,,,,,,,,"Table 1 shows overall demographics for 100 participants: 89% aged 18-19, 51% female, 91% freshmen, all Chinese. No group-specific breakdown provided.",,
40,040_09,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025.0,Yvonne Tiandem-Adamou,Mechanics,cognitive,apply,100.0,100.0,2.99,0.34,2.9,0.343,0.4812,,,,0.483,0.88,,0.39,,from_cohens_d,table_ocr,not_reported,not_reported,not_reported,not_reported,pre-test,Writing Assessment,Semantic Scholar,not_reported,not_reported,partial,,,,,not_reported,,,not_reported,,,,,,not_reported,supplementary_search,,,,10.61414/jeti.v6i4.213,Added from Elicit supplementary search (2026-01-04),pending_review,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/040_Yvonne_2025_Using_Generative_Artificial_Intelligence.pdf,,,,,,,,,,,high,,,,,,,,,,,,,"Table 1 shows overall demographics for 100 participants: 89% aged 18-19, 51% female, 91% freshmen, all Chinese. No group-specific breakdown provided.",,
40,040_10,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025.0,Yvonne Tiandem-Adamou,Overall Writing Performance Score,cognitive,create,100.0,100.0,15.11,0.106,14.83,0.523,0.7561,,,,0.759,1.619,,0.122,,from_cohens_d,table_ocr,not_reported,not_reported,not_reported,not_reported,pre-test,Writing Assessment,Semantic Scholar,not_reported,not_reported,partial,,,,,not_reported,,,not_reported,,,,,,not_reported,supplementary_search,,,,10.61414/jeti.v6i4.213,Added from Elicit supplementary search (2026-01-04),pending_review,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/040_Yvonne_2025_Using_Generative_Artificial_Intelligence.pdf,,,,,,,,,,,high,,,,,,,,,,,,,"Table 1 shows overall demographics for 100 participants: 89% aged 18-19, 51% female, 91% freshmen, all Chinese. No group-specific breakdown provided.",,
40,040_11,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025.0,Yvonne Tiandem-Adamou,Grammar & Syntax,cognitive,apply,100.0,100.0,2.96,0.298,2.96,0.248,0.2451,,,,0.246,15.983,,0.001,,from_cohens_d,table_ocr,not_reported,not_reported,not_reported,not_reported,post-test,Writing Assessment,Semantic Scholar,not_reported,not_reported,partial,,,,,not_reported,,,not_reported,,,,,,not_reported,supplementary_search,,,,10.61414/jeti.v6i4.213,Added from Elicit supplementary search (2026-01-04),pending_review,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/040_Yvonne_2025_Using_Generative_Artificial_Intelligence.pdf,,,,,,,,,,,high,,,,,,,,,,,,,"Table 1 shows overall demographics for 100 participants: 89% aged 18-19, 51% female, 91% freshmen, all Chinese. No group-specific breakdown provided.",,
40,040_12,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025.0,Yvonne Tiandem-Adamou,Organization & Coherence,cognitive,create,100.0,100.0,3.05,0.209,2.93,0.294,0.2849,,,,0.286,7.653,,0.001,,from_cohens_d,table_ocr,not_reported,not_reported,not_reported,not_reported,post-test,Writing Assessment,Semantic Scholar,not_reported,not_reported,partial,,,,,not_reported,,,not_reported,,,,,,not_reported,supplementary_search,,,,10.61414/jeti.v6i4.213,Added from Elicit supplementary search (2026-01-04),pending_review,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/040_Yvonne_2025_Using_Generative_Artificial_Intelligence.pdf,,,,,,,,,,,high,,,,,,,,,,,,,"Table 1 shows overall demographics for 100 participants: 89% aged 18-19, 51% female, 91% freshmen, all Chinese. No group-specific breakdown provided.",,
40,040_13,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025.0,Yvonne Tiandem-Adamou,Vocabulary Usage,cognitive,apply,100.0,100.0,3.01,0.285,3.07,0.08,0.1664,,,,0.167,15.023,,0.001,,from_cohens_d,table_ocr,not_reported,not_reported,not_reported,not_reported,post-test,Writing Assessment,Semantic Scholar,not_reported,not_reported,partial,,,,,not_reported,,,not_reported,,,,,,not_reported,supplementary_search,,,,10.61414/jeti.v6i4.213,Added from Elicit supplementary search (2026-01-04),pending_review,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/040_Yvonne_2025_Using_Generative_Artificial_Intelligence.pdf,,,,,,,,,,,high,,,,,,,,,,,,,"Table 1 shows overall demographics for 100 participants: 89% aged 18-19, 51% female, 91% freshmen, all Chinese. No group-specific breakdown provided.",,
40,040_14,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025.0,Yvonne Tiandem-Adamou,Argumentation,cognitive,evaluate,100.0,100.0,3.1,0.103,2.98,0.111,0.1594,,,,0.16,19.164,,0.001,,from_cohens_d,table_ocr,not_reported,not_reported,not_reported,not_reported,post-test,Writing Assessment,Semantic Scholar,not_reported,not_reported,partial,,,,,not_reported,,,not_reported,,,,,,not_reported,supplementary_search,,,,10.61414/jeti.v6i4.213,Added from Elicit supplementary search (2026-01-04),pending_review,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/040_Yvonne_2025_Using_Generative_Artificial_Intelligence.pdf,,,,,,,,,,,high,,,,,,,,,,,,,"Table 1 shows overall demographics for 100 participants: 89% aged 18-19, 51% female, 91% freshmen, all Chinese. No group-specific breakdown provided.",,
40,040_15,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025.0,Yvonne Tiandem-Adamou,Mechanics,cognitive,apply,100.0,100.0,2.99,0.34,2.9,0.343,0.3118,,,,0.313,13.773,,0.001,,from_cohens_d,table_ocr,not_reported,not_reported,not_reported,not_reported,post-test,Writing Assessment,Semantic Scholar,not_reported,not_reported,partial,,,,,not_reported,,,not_reported,,,,,,not_reported,supplementary_search,,,,10.61414/jeti.v6i4.213,Added from Elicit supplementary search (2026-01-04),pending_review,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/040_Yvonne_2025_Using_Generative_Artificial_Intelligence.pdf,,,,,,,,,,,high,,,,,,,,,,,,,"Table 1 shows overall demographics for 100 participants: 89% aged 18-19, 51% female, 91% freshmen, all Chinese. No group-specific breakdown provided.",,
40,040_16,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025.0,Yvonne Tiandem-Adamou,Overall Writing Performance Score,cognitive,create,100.0,100.0,15.11,0.106,14.83,0.523,0.4612,,,,0.463,34.584,,0.001,,from_cohens_d,table_ocr,not_reported,not_reported,not_reported,not_reported,post-test,Writing Assessment,Semantic Scholar,not_reported,not_reported,partial,,,,,not_reported,,,not_reported,,,,,,not_reported,supplementary_search,,,,10.61414/jeti.v6i4.213,Added from Elicit supplementary search (2026-01-04),pending_review,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/040_Yvonne_2025_Using_Generative_Artificial_Intelligence.pdf,,,,,,,,,,,high,,,,,,,,,,,,,"Table 1 shows overall demographics for 100 participants: 89% aged 18-19, 51% female, 91% freshmen, all Chinese. No group-specific breakdown provided.",,
40,040_17,Using Generative Artificial Intelligence to Support EFL Students’ Writing Proficiency in University in China.,2025.0,Yvonne Tiandem-Adamou,Total Writing Performance Score,cognitive,create,20.0,20.0,21.2,0.359,17.61,0.354,9.8698,1.1479,7.6199,12.1197,10.0699,1.619,,0.998,,calculated_from_table,table_ocr,not_reported,extreme_value,not_reported,not_reported,post-test,Writing Assessment,Semantic Scholar,not_reported,not_reported,partial,,,,,not_reported,,,not_reported,,,,,,not_reported,supplementary_search,,,,10.61414/jeti.v6i4.213,Added from Elicit supplementary search (2026-01-04),pending_review,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/040_Yvonne_2025_Using_Generative_Artificial_Intelligence.pdf,,,,,,,,,,,high,,,,,,,,,,,,,"Table 1 shows overall demographics for 100 participants: 89% aged 18-19, 51% female, 91% freshmen, all Chinese. No group-specific breakdown provided.",,
41,041_01,Why unequal AI access enhances team productivity: the mediating role of interaction processes and cognitive diversity,2025.0,Jin‐Hee Han; Ruqin Ren,Task quality,cognitive,create,40.0,40.0,5.654,0.08,4.958,0.818,1.186,0.2425,0.7108,1.6613,1.1976,-5.103,,0.01,,calculated_from_table,table_ocr,not_reported,not_reported,not_reported,not_reported,post-test,Expert rating scale (1-7),OpenAlex,not_reported,not_reported,not_reported,,,,,not_reported,,,not_reported,,,,,,not_reported,manual_screening,,,,10.3389/fpsyg.2025.1636906,,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/041_Jin‐Hee_2025_Why_unequal_AI_access_enhances_team_prod.pdf,,,,,,,,,,,medium,,,,,,,,,,,No AI access,Unequal AI access,"Table 3 shows descriptive statistics for Condition 1 (unequal access, N=40) and Condition 2 (full access, N=20). Female proportion 0.725 vs 0.700, t-test p=0.789. Study involved 120 participants total, 72% female, undergraduates and graduate students from China university. No baseline comparison table for control vs treatment groups found.",undergraduate/graduate,undergraduate/graduate
41,041_02,Why unequal AI access enhances team productivity: the mediating role of interaction processes and cognitive diversity,2025.0,Jin‐Hee Han; Ruqin Ren,Task quality,cognitive,create,20.0,40.0,5.25,0.118,4.958,0.818,0.4275,0.2766,-0.1147,0.9697,0.4331,2.881,,0.01,,calculated_from_table,table_ocr,not_reported,not_reported,not_reported,not_reported,post-test,Expert rating scale (1-7),OpenAlex,not_reported,not_reported,not_reported,,,,,not_reported,,,not_reported,,,,,,not_reported,manual_screening,,,,10.3389/fpsyg.2025.1636906,,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/041_Jin‐Hee_2025_Why_unequal_AI_access_enhances_team_prod.pdf,,,,,,,,,,,medium,,,,,,,,,,,No AI access,Unequal AI access,"Table 3 shows descriptive statistics for Condition 1 (unequal access, N=40) and Condition 2 (full access, N=20). Female proportion 0.725 vs 0.700, t-test p=0.789. Study involved 120 participants total, 72% female, undergraduates and graduate students from China university. No baseline comparison table for control vs treatment groups found.",undergraduate/graduate,undergraduate/graduate
41,041_03,Why unequal AI access enhances team productivity: the mediating role of interaction processes and cognitive diversity,2025.0,Jin‐Hee Han; Ruqin Ren,Task time,behavioral,not_reported,40.0,40.0,10.013,1.108,30.55,9.419,-3.0329,0.3279,-3.6755,-2.3903,-3.0624,13.556,,0.01,,calculated_from_table,table_ocr,not_reported,extreme_value,not_reported,not_reported,post-test,Task completion time (minutes),OpenAlex,not_reported,not_reported,not_reported,,,,,not_reported,,,not_reported,,,,,,not_reported,manual_screening,,,,10.3389/fpsyg.2025.1636906,,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/041_Jin‐Hee_2025_Why_unequal_AI_access_enhances_team_prod.pdf,,,,,,,,,,,medium,,,,,,,,,,,No AI access,Unequal AI access,"Table 3 shows descriptive statistics for Condition 1 (unequal access, N=40) and Condition 2 (full access, N=20). Female proportion 0.725 vs 0.700, t-test p=0.789. Study involved 120 participants total, 72% female, undergraduates and graduate students from China university. No baseline comparison table for control vs treatment groups found.",undergraduate/graduate,undergraduate/graduate
41,041_04,Why unequal AI access enhances team productivity: the mediating role of interaction processes and cognitive diversity,2025.0,Jin‐Hee Han; Ruqin Ren,Task time,behavioral,not_reported,20.0,40.0,15.15,1.491,30.55,9.419,-1.9561,0.3269,-2.5969,-1.3153,-1.9818,-3.312,,0.01,,calculated_from_table,table_ocr,not_reported,not_reported,not_reported,not_reported,post-test,Task completion time (minutes),OpenAlex,not_reported,not_reported,not_reported,,,,,not_reported,,,not_reported,,,,,,not_reported,manual_screening,,,,10.3389/fpsyg.2025.1636906,,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/041_Jin‐Hee_2025_Why_unequal_AI_access_enhances_team_prod.pdf,,,,,,,,,,,medium,,,,,,,,,,,No AI access,Unequal AI access,"Table 3 shows descriptive statistics for Condition 1 (unequal access, N=40) and Condition 2 (full access, N=20). Female proportion 0.725 vs 0.700, t-test p=0.789. Study involved 120 participants total, 72% female, undergraduates and graduate students from China university. No baseline comparison table for control vs treatment groups found.",undergraduate/graduate,undergraduate/graduate
41,041_05,Why unequal AI access enhances team productivity: the mediating role of interaction processes and cognitive diversity,2025.0,Jin‐Hee Han; Ruqin Ren,Cognitive diversity,cognitive,analyze,40.0,40.0,0.631,0.011,0.618,0.102,0.1775,0.224,-0.2617,0.6166,0.1792,5.938,,0.01,,calculated_from_table,table_ocr,not_reported,not_reported,not_reported,not_reported,post-test,Cosine distance measure,OpenAlex,not_reported,not_reported,not_reported,,,,,not_reported,,,not_reported,,,,,,not_reported,manual_screening,,,,10.3389/fpsyg.2025.1636906,,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/041_Jin‐Hee_2025_Why_unequal_AI_access_enhances_team_prod.pdf,,,,,,,,,,,medium,,,,,,,,,,,No AI access,Unequal AI access,"Table 3 shows descriptive statistics for Condition 1 (unequal access, N=40) and Condition 2 (full access, N=20). Female proportion 0.725 vs 0.700, t-test p=0.789. Study involved 120 participants total, 72% female, undergraduates and graduate students from China university. No baseline comparison table for control vs treatment groups found.",undergraduate/graduate,undergraduate/graduate
41,041_06,Why unequal AI access enhances team productivity: the mediating role of interaction processes and cognitive diversity,2025.0,Jin‐Hee Han; Ruqin Ren,Cognitive diversity,cognitive,analyze,20.0,40.0,0.51,0.018,0.618,0.102,-1.2649,0.2972,-1.8474,-0.6824,-1.2815,-1.299,,0.197,,calculated_from_table,table_ocr,not_reported,not_reported,not_reported,not_reported,post-test,Cosine distance measure,OpenAlex,not_reported,not_reported,not_reported,,,,,not_reported,,,not_reported,,,,,,not_reported,manual_screening,,,,10.3389/fpsyg.2025.1636906,,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/041_Jin‐Hee_2025_Why_unequal_AI_access_enhances_team_prod.pdf,,,,,,,,,,,medium,,,,,,,,,,,No AI access,Unequal AI access,"Table 3 shows descriptive statistics for Condition 1 (unequal access, N=40) and Condition 2 (full access, N=20). Female proportion 0.725 vs 0.700, t-test p=0.789. Study involved 120 participants total, 72% female, undergraduates and graduate students from China university. No baseline comparison table for control vs treatment groups found.",undergraduate/graduate,undergraduate/graduate
